	M9Mkey217.141007	M3Nkey217.141001	M3Ekey217.141042	M3Rkey217.141025	M9Ekey217.141044	M3Qkey217.141051	M2Ekey217.141011	M2Enter217.141012	M2Hkey217.141026	M9Ykey217.141029	M3Hkey217.141093	M2Ykey217.141095	M9Fkey217.141065	M2Vkey217.141022	M3Zkey217.141083	M9Okey217.141076	M9Gkey217.141099	M3Lkey217.141097	M2Pkey217.141105	M3Lsft217.141088	M9Skey217.141004	M3Wkey217.141104	M3Pkey217.141031	M2Wkey217.141070	M2Mkey217.141014	M9Enter217.141084	M2Ukey217.141085	M9Vkey217.141018	M9Dkey217.141053	M2Tkey217.141054	M2Fkey217.141078	M2Jkey217.141038	M2Ckey217.141092	M2Qkey217.141102	M2Gkey217.141106	M3Tkey217.141081	M3Space217.141098	M9Space217.141079	M3Ckey217.141073	M2Ikey217.141000	M2Lkey217.141048	M9Kkey217.141033	M2Lsft217.141056	M9Nkey217.141010	M9Hkey217.140999	M2Rkey217.141050	M3Jkey217.141017	M9Pkey217.141096	M3Bkey217.141059	M2Kkey217.141041	M2Xkey217.141016	M3Ykey217.141023	M9Bkey217.141032	M2Space217.140997	M2Okey217.141061	M3Rsft217.140995	M9Ckey217.141013	M3Xkey217.141055	M9Qkey217.141019	M2Rsft217.141034	M2Bkey217.141063	M9Akey217.141086	M2Akey217.141030	M2Dkey217.140994	M3Akey217.141006	M2Zkey217.141015	M9Xkey217.141072	M2Skey217.141089	M3Mkey217.141107	M3Gkey217.141037	M2Nkey217.141052	M9Wkey217.141090	M3Vkey217.141028	M3Kkey217.141046
M3Hkey217.141093	0.663416460711	0.365866751742	0.457239102522	0.42477470652	0.446633732149	0.75614202283	0.646579620298	0.686801400023	0.685891034343	0.527801028942	0.0	0.436186946	0.486710025345	0.718178489971	0.573956861821	0.625987346359	0.625800556915	0.675599034762	0.689497235491	0.658845165386	0.66282849617	0.464368941959	0.453187977826	0.679661807403	0.677236571215	0.622290522707	0.4273054153	0.520007189052	0.444640954955	0.452870590881	0.415867425027	0.445158251154	0.551780994474	0.538911337732	0.423745119385	0.664779340461	0.599766925095	0.601034937047	0.783836249025	0.639336686859	0.416706833624	0.680369371713	0.666196230894	0.644846219051	0.740681572579	0.608156608339	0.573163164517	0.681473931762	0.716067235882	0.443366897281	0.623091874831	0.614337115612	0.758241658232	0.704388012283	0.718283772302	0.467971530249	0.527840834997	0.465510998639	0.445879681831	0.432742448259	0.449808614764	0.457877545874	0.458204716028	0.637938473885	0.626075762718	0.680411322844	0.64554623098	0.657050486923	0.711181389761	0.699428478393	0.433197751096	0.588256515642	0.675452224988	0.599180162783
M2Ykey217.141095	0.640918339535	0.408879795054	0.46241221436	0.449165227341	0.467409794061	0.738137529452	0.633983291816	0.641466434242	0.648697490128	0.550733574723	0.436186946	0.0	0.389572947238	0.683788009831	0.578418974422	0.612888722825	0.590131325285	0.620842447825	0.651772209463	0.632509380708	0.659992002769	0.481301255781	0.396302736228	0.674561079107	0.65938908271	0.625630485362	0.424320578662	0.510415137948	0.457032072587	0.443104673388	0.45081798545	0.477198218566	0.51030711415	0.542216465591	0.459689458569	0.62532432265	0.56377704051	0.562910404278	0.751613859601	0.591695628075	0.399491390511	0.65978364943	0.646142762653	0.646473934764	0.714198376988	0.567062125468	0.579519934519	0.641684817556	0.661852227668	0.462928077716	0.642678112241	0.622605567592	0.737929176986	0.682312307441	0.696183294733	0.470520281972	0.548131843986	0.450832422971	0.471014205553	0.401530280015	0.408982712452	0.499435615308	0.421481303186	0.638293561404	0.605572463144	0.691735298651	0.630358201465	0.601312651023	0.694334557641	0.664643635001	0.447214928078	0.579875261349	0.651997671498	0.571357937957
M9Fkey217.141065	0.592249549416	0.420684048458	0.50926698827	0.484709806313	0.481869374459	0.727047391838	0.614509723418	0.621637919598	0.632052093324	0.547567635472	0.486710025345	0.389572947238	0.0	0.650918005158	0.579347354893	0.630064428578	0.566354348195	0.562302368264	0.63245646629	0.593918934549	0.614260045149	0.510460553768	0.427350109681	0.663384086708	0.661441893831	0.587856825425	0.4362949126	0.496330444736	0.474944125804	0.408179621488	0.475444967842	0.459438814312	0.503647178467	0.56465167845	0.468145517708	0.60472081085	0.542193936682	0.563729790503	0.729028044654	0.567733395637	0.435162861316	0.642694626936	0.65018173428	0.634281567709	0.684552588561	0.561851929908	0.576091449172	0.610192719773	0.618875300046	0.473609797188	0.635973967339	0.616849273879	0.708424339352	0.657376290172	0.658885482559	0.453124916539	0.534589289267	0.47115158742	0.50747664857	0.426271272316	0.47107341201	0.473511513122	0.448542029631	0.616314550682	0.592658435424	0.672268100326	0.608159265856	0.64592518599	0.682997864319	0.634116325253	0.444785204865	0.57427447815	0.615709768286	0.539177290396
M2Vkey217.141022	0.585054523732	0.732099907493	0.770851880431	0.749797744227	0.737630616957	0.648033687713	0.602838190105	0.621326395541	0.669920403976	0.785143181777	0.718178489971	0.683788009831	0.650918005158	0.0	0.536609299945	0.661734564874	0.479428936377	0.522855919948	0.565993447566	0.60193595635	0.604545975634	0.736905265815	0.653296638528	0.534808529658	0.54518423817	0.58796375302	0.734910373128	0.688051651714	0.723714458447	0.679095120164	0.713478068486	0.712681350899	0.704974935535	0.783209619495	0.745704015933	0.517087459732	0.554804091141	0.553781250284	0.621482322663	0.576104323597	0.712568641835	0.509541465565	0.637081234516	0.629728464783	0.547113562138	0.606109103242	0.582541752033	0.497573858954	0.558778271555	0.741872757753	0.619950210851	0.631908944468	0.699175596974	0.590073584588	0.62710078249	0.701907679595	0.77662124404	0.743670272511	0.744175067053	0.696598872197	0.720064688948	0.745369115276	0.725463911937	0.617010421917	0.533033053815	0.682821076344	0.611542691466	0.634814857551	0.659930743474	0.61023982115	0.714546261843	0.568789457395	0.539431983681	0.553325395639
M3Zkey217.141083	0.52387236909	0.617539193533	0.673930737565	0.638374689623	0.643771458125	0.68389100196	0.555342311971	0.591298311201	0.622322514131	0.749322909251	0.573956861821	0.578418974422	0.579347354893	0.536609299945	0.0	0.602720685917	0.458309955513	0.584857140736	0.556994699114	0.570140560105	0.600710276337	0.607064181948	0.580034310672	0.497551463076	0.534244436876	0.555914026728	0.631665792575	0.669614043944	0.62492257534	0.573643650053	0.606434115364	0.605380202947	0.686945102331	0.750719062641	0.632607939944	0.515338129655	0.552758207708	0.527109055826	0.697902890075	0.534014020992	0.593410714087	0.503210825041	0.548069154579	0.532977306288	0.591768686946	0.514188276814	0.485788431062	0.534695222108	0.590357023028	0.624309094165	0.540926535088	0.496061688544	0.701747315058	0.596498631792	0.63330719568	0.583618160652	0.738569377398	0.658184588907	0.652553824947	0.598416647956	0.603047864645	0.675557004395	0.648326769715	0.531054644197	0.508355882882	0.605694747883	0.552232879513	0.56305467403	0.683967608381	0.591443008685	0.651803357932	0.475773784041	0.539924513012	0.472635356638
M9Okey217.141076	0.630948022867	0.656043682309	0.721476667307	0.675340241351	0.656222669021	0.697296357344	0.602023842528	0.657134018567	0.654723281217	0.778687613289	0.625987346359	0.612888722825	0.630064428578	0.661734564874	0.602720685917	0.0	0.587056910707	0.611470902599	0.647537633287	0.605127636388	0.597308853967	0.657284106951	0.595447574947	0.654178810827	0.575956933652	0.592070604112	0.691092704429	0.718899973608	0.635941962444	0.631138235926	0.644186637371	0.668100565746	0.731281653147	0.763986541994	0.696530634984	0.609817355089	0.564861307884	0.552732205965	0.725242608489	0.594258739196	0.63579252791	0.637861891441	0.566006686369	0.605589992699	0.69864352337	0.558150715297	0.583269830762	0.623363772825	0.65145925621	0.691902266162	0.580221158662	0.583366500202	0.729943934494	0.639763491436	0.706357182916	0.656165391437	0.771210771575	0.693122324947	0.684044122529	0.632614921786	0.635963809563	0.706595072769	0.698023655562	0.572503304598	0.522305559162	0.61798651062	0.566195983467	0.569167036181	0.709570992578	0.681856920328	0.665731092546	0.56271502595	0.660167709112	0.516527024118
M9Gkey217.141099	0.520136826402	0.648052628721	0.698197984872	0.677250702563	0.66613880371	0.685435947596	0.505541756514	0.553424179713	0.600394993611	0.742683711048	0.625800556915	0.590131325285	0.566354348195	0.479428936377	0.458309955513	0.587056910707	0.0	0.494522581101	0.548166011578	0.470529514673	0.486599292336	0.66227250102	0.548256993759	0.492868953093	0.525069893408	0.513769696455	0.65013284964	0.633815681154	0.632491440622	0.600710010016	0.647157225616	0.654366457246	0.664885018627	0.737079799165	0.676775950724	0.412233871559	0.454803814663	0.469182902366	0.670572822388	0.499435582874	0.635835066909	0.500662222395	0.528589079629	0.577776237349	0.550440389019	0.505477763275	0.466011075129	0.447511968997	0.556614727914	0.662898734073	0.539472191201	0.513870813179	0.626170021578	0.580703477766	0.61342672378	0.621702096033	0.733755784719	0.680011440413	0.688960851617	0.607384769492	0.647612483224	0.670460174883	0.648036912784	0.553906801196	0.436469293452	0.617509651345	0.548636214409	0.534182819286	0.638748484933	0.569105155364	0.621631260582	0.369321383212	0.483709237787	0.444423762816
M3Lkey217.141097	0.465645249156	0.675201970927	0.719633115858	0.714082651505	0.689620731219	0.596323536057	0.392171796473	0.461940993081	0.540326556105	0.743299254621	0.675599034762	0.620842447825	0.562302368264	0.522855919948	0.584857140736	0.611470902599	0.494522581101	0.0	0.500243777487	0.486156001469	0.454658317913	0.695309415749	0.571147217694	0.577180864428	0.610188743425	0.456785740753	0.698235086143	0.654028403144	0.677760470343	0.632699374532	0.663357430334	0.648564315377	0.671395984545	0.727698143431	0.698422110916	0.482202162097	0.3640215103	0.427924354594	0.465865086294	0.394293567697	0.627766323523	0.555410308738	0.599808879988	0.594863789058	0.623177732832	0.557088778763	0.562073284693	0.384075545425	0.475205404749	0.685485359419	0.631805562868	0.618255578093	0.587476595192	0.486461466082	0.539218797889	0.631830938814	0.724137599409	0.717564322825	0.725359473352	0.653452742652	0.673438353086	0.689235664611	0.683713675583	0.596373748468	0.548529040241	0.653096140792	0.604063652414	0.599109977593	0.526128390283	0.447202789959	0.663356351313	0.533572800936	0.576391333999	0.521125250608
M2Pkey217.141105	0.468446599296	0.693811844356	0.75748110583	0.74057718046	0.716459250959	0.565235232642	0.527855298997	0.606474455684	0.500544835266	0.787994630105	0.689497235491	0.651772209463	0.63245646629	0.565993447566	0.556994699114	0.647537633287	0.548166011578	0.500243777487	0.0	0.497211233274	0.512930071492	0.725288487886	0.636078902089	0.582034525277	0.564617567065	0.450379915159	0.71820410916	0.712388925712	0.669657245726	0.644249216619	0.70155755092	0.704095097289	0.725285061129	0.768436474799	0.729694951909	0.477876873573	0.515466249317	0.499136812435	0.636072023309	0.41340954828	0.689898472102	0.467844308311	0.57597871642	0.598134053902	0.569306766341	0.563497912496	0.529648072903	0.448511551046	0.509946034997	0.717990216523	0.607130290791	0.615746210721	0.651691125605	0.44661460888	0.475601326882	0.684185440203	0.777886870897	0.725057416989	0.73644110123	0.66229287737	0.683278124804	0.735504649763	0.710718016691	0.606687262058	0.537518934468	0.654980582979	0.571009436206	0.60243414115	0.571726580578	0.413788431987	0.704421273651	0.520025977911	0.584711002808	0.569664168748
M3Lsft217.141088	0.527657157743	0.672914033873	0.697800687405	0.668965171664	0.660089614625	0.624531898123	0.471888429707	0.552367084264	0.587675222399	0.76150619268	0.658845165386	0.632509380708	0.593918934549	0.60193595635	0.570140560105	0.605127636388	0.470529514673	0.486156001469	0.497211233274	0.0	0.439124237824	0.683530444646	0.59446370553	0.595836859063	0.587542291341	0.459621595249	0.673162716749	0.675736599316	0.656059348978	0.619662212133	0.640984137261	0.666753925355	0.690548582957	0.757993488454	0.707756507481	0.472101767219	0.500526297583	0.463835514447	0.62155277796	0.437976073233	0.634244579711	0.523043313825	0.526912009745	0.600404788092	0.630332486293	0.547051517661	0.513073032815	0.532804721309	0.500451847585	0.670163153501	0.579573439972	0.570090098306	0.610204582261	0.479143747907	0.524532250522	0.641563621807	0.756584104225	0.714562670739	0.702226827669	0.620482854674	0.644575363603	0.704023943151	0.677913916376	0.579863329221	0.549709654247	0.631367008697	0.573328699197	0.545371051849	0.571053014906	0.513883054104	0.652057401581	0.468938295887	0.55306308033	0.479598501628
M9Skey217.141004	0.51748146531	0.697238208472	0.71365215613	0.697284119834	0.712621327671	0.587521947479	0.366815285314	0.579495921739	0.568324839342	0.777923654866	0.66282849617	0.659992002769	0.614260045149	0.604545975634	0.600710276337	0.597308853967	0.486599292336	0.454658317913	0.512930071492	0.439124237824	0.0	0.717883824094	0.630112350454	0.566510085196	0.584116931867	0.410880505535	0.699202955721	0.669894803095	0.6765291886	0.649135976356	0.704041997308	0.700249442238	0.71029182917	0.776682455062	0.73231601131	0.519049943887	0.474189904934	0.500531138782	0.642975893599	0.405295946311	0.678752656655	0.503935638136	0.568613811319	0.535779978851	0.644428761042	0.490101642728	0.502919373866	0.506090863441	0.49874566533	0.708726633069	0.550743613185	0.566257783669	0.620582288718	0.531884872216	0.567003094151	0.672784244657	0.761925400052	0.732958074739	0.729614984042	0.65636132456	0.679525859506	0.722494422895	0.694359497321	0.617055008833	0.514748246293	0.628106246992	0.5908277678	0.568049168141	0.510091477921	0.512069689578	0.68831695017	0.527391228419	0.569400030063	0.505247657709
M3Wkey217.141104	0.71389950296	0.450999494203	0.480812571259	0.473435867111	0.471495211639	0.779925164729	0.703291523179	0.699894768637	0.682286422728	0.523899924875	0.464368941959	0.481301255781	0.510460553768	0.736905265815	0.607064181948	0.657284106951	0.66227250102	0.695309415749	0.725288487886	0.683530444646	0.717883824094	0.0	0.512875028252	0.709780708079	0.700432633303	0.701695001929	0.456327524631	0.520120379093	0.477613509963	0.42487650251	0.428310464646	0.498276006979	0.53826641157	0.537089223523	0.458898335155	0.691019091744	0.639589777166	0.652897522469	0.788347605874	0.665748851355	0.469126294437	0.699804744644	0.699373343735	0.672453563372	0.776770631153	0.610865406599	0.629684456523	0.703229985922	0.724295263934	0.509529744697	0.690472323657	0.643458512807	0.80426829165	0.726726685024	0.767442786047	0.452040769896	0.561205427633	0.454973520394	0.464518659001	0.486776959854	0.445932545077	0.449141214963	0.432990401475	0.681130413978	0.671903900919	0.703707718841	0.674627297274	0.663669131149	0.745803312235	0.710146965591	0.466241178562	0.64468206115	0.689731275222	0.621961571564
M3Pkey217.141031	0.617967301584	0.467645817733	0.526948040182	0.496008525242	0.495923996285	0.728973009296	0.619881050736	0.586333678169	0.64700268341	0.607520188002	0.453187977826	0.396302736228	0.427350109681	0.653296638528	0.580034310672	0.595447574947	0.548256993759	0.571147217694	0.636078902089	0.59446370553	0.630112350454	0.512875028252	0.0	0.647283487705	0.631750219303	0.602600211314	0.45866170811	0.518229743964	0.447886967923	0.436730597206	0.481092676131	0.477933748242	0.534541624118	0.58523610178	0.51041230454	0.595727304682	0.503022594312	0.522293518174	0.710426640305	0.543597653718	0.424165840972	0.642261955289	0.632977907177	0.63065547986	0.707636805094	0.536504132577	0.559406988908	0.60483121537	0.636272020417	0.475539334239	0.624344486696	0.580880872521	0.706081964255	0.643872332055	0.67631582463	0.451311899423	0.593414918153	0.512058334744	0.503675698724	0.428892280997	0.442688400748	0.526235095997	0.464849765694	0.613032624695	0.583678815825	0.669558466109	0.573279501602	0.651829046141	0.675460804244	0.651481517785	0.477319743588	0.531766787023	0.609906048509	0.556573669616
