	M9Ekey217.141044	M2Tkey217.141054	M2Gkey217.141106	M2Enter217.141012	M2Skey217.141089	M9Pkey217.141096	M9Fkey217.141065	M9Okey217.141076	M9Akey217.141086	M2Ckey217.141092	M2Ykey217.141095	M2Ukey217.141085	M2Nkey217.141052	M3Kkey217.141046	M3Ykey217.141023	M3Lkey217.141097	M3Bkey217.141059	M9Wkey217.141090	M9Nkey217.141010	M9Mkey217.141007	M9Bkey217.141032	M2Ikey217.141000	M2Mkey217.141014	M3Ckey217.141073	M3Space217.141098	M9Xkey217.141072	M2Vkey217.141022	M2Rkey217.141050	M2Pkey217.141105	M2Lkey217.141048	M2Qkey217.141102	M2Kkey217.141041	M2Xkey217.141016	M2Ekey217.141011	M2Fkey217.141078	M3Jkey217.141017	M9Gkey217.141099	M9Vkey217.141018	M9Kkey217.141033	M9Ckey217.141013	M2Hkey217.141026	M3Nkey217.141001	M3Akey217.141006	M3Mkey217.141107	M3Zkey217.141083	M3Rkey217.141025	M3Qkey217.141051	M9Enter217.141084	M9Dkey217.141053	M2Bkey217.141063	M3Wkey217.141104	M3Xkey217.141055	M9Space217.141079	M9Ykey217.141029	M9Qkey217.141019	M2Okey217.141061	M2Dkey217.140994	M2Zkey217.141015	M2Space217.140997	M2Lsft217.141056	M2Jkey217.141038	M2Wkey217.141070	M2Akey217.141030	M3Pkey217.141031	M3Ekey217.141042	M3Lsft217.141088	M3Hkey217.141093	M3Rsft217.140995	M9Hkey217.140999	M9Skey217.141004	M2Rsft217.141034	M3Gkey217.141037	M3Vkey217.141028	M3Tkey217.141081
M3Kkey217.141046	0.621292938808	0.549251498107	0.668611929416	0.553988030328	0.5565998314	0.533015721595	0.539177290396	0.516527024118	0.664406832081	0.67578361893	0.571357937957	0.641127156298	0.612787287812	0.0	0.541063950206	0.521125250608	0.521011325739	0.454702708469	0.573723785401	0.550046866137	0.675969021021	0.492256187288	0.556924484228	0.65375718683	0.499066994356	0.580336459106	0.553325395639	0.488491062928	0.569664168748	0.606715383883	0.737461188769	0.656019560064	0.499902392155	0.506035766511	0.610077875152	0.487120967762	0.444423762816	0.646546598123	0.523058479226	0.719129404879	0.583990256903	0.613951767524	0.461495831568	0.64845547362	0.472635356638	0.649301128615	0.645802885284	0.536075147211	0.615127691885	0.602025672999	0.621961571564	0.672715782805	0.464983870584	0.74704178585	0.669815439857	0.596824060282	0.515316788736	0.642781103368	0.593209389264	0.533150812429	0.63062113464	0.559715186237	0.641032871391	0.556573669616	0.670069223665	0.479598501628	0.599180162783	0.603091954548	0.596658746617	0.505247657709	0.618890724487	0.571014225774	0.516391419876	0.520810363967
M3Ykey217.141023	0.670096625953	0.597074670914	0.670264371978	0.647107069823	0.573459943803	0.606086265876	0.616849273879	0.583366500202	0.679646354167	0.722733894139	0.622605567592	0.645330977458	0.646293409567	0.541063950206	0.0	0.618255578093	0.608103715628	0.46689449763	0.563829903506	0.648091732586	0.660332470113	0.548409537331	0.541839451811	0.752771651084	0.58842408685	0.562427203278	0.631908944468	0.487333177547	0.615746210721	0.611322876818	0.753315167392	0.662714954087	0.555876173896	0.579829110882	0.662110223069	0.463070501128	0.513870813179	0.685495230546	0.567815600981	0.741148997704	0.689419148264	0.641835237734	0.556629288052	0.69708308037	0.496061688544	0.67465384232	0.715186544647	0.573578219574	0.665806142907	0.63956147459	0.643458512807	0.691580951372	0.583237995858	0.753742642017	0.663725512738	0.684443805123	0.611850359528	0.623771476789	0.628699951601	0.570198391564	0.644740359996	0.560652569161	0.667005521712	0.580880872521	0.688534819869	0.570090098306	0.614337115612	0.601319594876	0.662256650476	0.566257783669	0.593597306466	0.641867065352	0.561184760383	0.547776157926
M3Lkey217.141097	0.689620731219	0.632699374532	0.698422110916	0.461940993081	0.599109977593	0.384075545425	0.562302368264	0.611470902599	0.689235664611	0.671395984545	0.620842447825	0.698235086143	0.663356351313	0.521125250608	0.618255578093	0.0	0.475205404749	0.533572800936	0.594863789058	0.465645249156	0.587476595192	0.394293567697	0.610188743425	0.465865086294	0.3640215103	0.604063652414	0.522855919948	0.557088778763	0.500243777487	0.627766323523	0.727698143431	0.685485359419	0.631805562868	0.392171796473	0.663357430334	0.562073284693	0.494522581101	0.654028403144	0.555410308738	0.724137599409	0.540326556105	0.675201970927	0.548529040241	0.526128390283	0.584857140736	0.714082651505	0.596323536057	0.456785740753	0.677760470343	0.673438353086	0.695309415749	0.717564322825	0.427924354594	0.743299254621	0.725359473352	0.539218797889	0.596373748468	0.653096140792	0.486461466082	0.599808879988	0.648564315377	0.577180864428	0.683713675583	0.571147217694	0.719633115858	0.486156001469	0.675599034762	0.631830938814	0.623177732832	0.454658317913	0.653452742652	0.447202789959	0.576391333999	0.482202162097
M3Bkey217.141059	0.714125442603	0.656032814587	0.753573241537	0.484390398489	0.614001690836	0.52868018669	0.618875300046	0.65145925621	0.730785176134	0.725967138342	0.661852227668	0.710483340375	0.701498242739	0.521011325739	0.608103715628	0.475205404749	0.0	0.590598491874	0.639005519609	0.565927437675	0.60530389795	0.49895553044	0.583154492969	0.601799171381	0.520969514095	0.599434379945	0.558778271555	0.571792881595	0.509946034997	0.696179746714	0.809819045983	0.71543412647	0.622592267906	0.499291305221	0.714692095914	0.553772725845	0.556614727914	0.717950468138	0.582491991203	0.790416165154	0.589245759729	0.722503095131	0.615363844013	0.557058128689	0.590357023028	0.74771098379	0.535310739979	0.526748501348	0.696617611054	0.686327255005	0.724295263934	0.733644431989	0.536121491966	0.809343882309	0.751353909191	0.546128968903	0.643246490788	0.686793038311	0.539671238515	0.630328757708	0.685681487011	0.578486431519	0.71046154385	0.636272020417	0.747695422305	0.500451847585	0.716067235882	0.651280668907	0.592046934004	0.49874566533	0.67152880456	0.453791149218	0.495273653315	0.57256685227
M9Wkey217.141090	0.640941064285	0.5857639598	0.65971568435	0.593272367881	0.505688352162	0.540351722243	0.57427447815	0.56271502595	0.676210980304	0.680056677096	0.579875261349	0.656715817975	0.630521308139	0.454702708469	0.46689449763	0.533572800936	0.590598491874	0.0	0.545615362762	0.548326240632	0.639599088317	0.47704348457	0.512942973801	0.696249466606	0.520483607111	0.524041364538	0.568789457395	0.426839061094	0.520025977911	0.596685165712	0.735720806099	0.658195231783	0.518804143577	0.536894626396	0.63380965346	0.467595092938	0.369321383212	0.649737713822	0.493170643052	0.738019786891	0.641250505896	0.631046985199	0.48372966318	0.646657489275	0.475773784041	0.663257163584	0.635829889337	0.506146543915	0.621710299555	0.639935701122	0.64468206115	0.67319999489	0.519846262285	0.75504210524	0.658232818805	0.588263538918	0.561005397031	0.604476808003	0.53062535622	0.497882097912	0.647225396793	0.506549775321	0.650181729006	0.531766787023	0.69511633056	0.468938295887	0.588256515642	0.61601897471	0.563417770822	0.527391228419	0.610701117701	0.582180092655	0.470289597327	0.432890070456
M9Nkey217.141010	0.696183112822	0.642995556186	0.702718597236	0.700528827196	0.559413179213	0.595114039243	0.634281567709	0.605589992699	0.707981309848	0.71321632053	0.646473934764	0.686894216847	0.696209019434	0.573723785401	0.563829903506	0.594863789058	0.639005519609	0.545615362762	0.0	0.587881455163	0.707402069069	0.569498943104	0.574855036356	0.710861917726	0.610484846401	0.613758621227	0.629728464783	0.529561924625	0.598134053902	0.661291339895	0.76616836302	0.684273423761	0.584827773771	0.584846737425	0.677043574113	0.582752091273	0.577776237349	0.699972616874	0.535211391157	0.749137762131	0.606466634592	0.663478545541	0.563934138611	0.623082043656	0.532977306288	0.718339704865	0.653850438223	0.59392928351	0.684032105236	0.637918263963	0.672453563372	0.728907652544	0.620386827367	0.767974503773	0.68714979363	0.662495607018	0.580345074801	0.610979916141	0.62940765902	0.549802601871	0.675440972076	0.544325853562	0.711094965108	0.63065547986	0.713593645641	0.600404788092	0.644846219051	0.632319248948	0.576465218136	0.535779978851	0.637606167716	0.611117543005	0.642717479357	0.553022984932
M9Mkey217.141007	0.688594648292	0.620378555245	0.708880592515	0.560085767228	0.611823030753	0.466469643197	0.592249549416	0.630948022867	0.697641683836	0.681622221144	0.640918339535	0.682741146648	0.669670579602	0.550046866137	0.648091732586	0.465645249156	0.565927437675	0.548326240632	0.587881455163	0.0	0.668343460613	0.50291879187	0.591491616102	0.619463901253	0.462714290375	0.600056790434	0.585054523732	0.580199809635	0.468446599296	0.664670681712	0.762825558554	0.670615758843	0.628095876509	0.453942134382	0.67391602211	0.592691109768	0.520136826402	0.682851892147	0.563666948021	0.75519472855	0.557065324432	0.683173731147	0.537017706488	0.584047726574	0.52387236909	0.707098071556	0.650395115056	0.527160861367	0.673703307611	0.657413147928	0.71389950296	0.705604117284	0.512498652061	0.772349243681	0.71719616991	0.553159695744	0.585777517412	0.599838608242	0.490262276028	0.604342960182	0.678805952185	0.585492666234	0.690889523957	0.617967301584	0.740071786072	0.527657157743	0.663416460711	0.670521495246	0.60776743337	0.51748146531	0.644768311785	0.55720021554	0.584777802199	0.540911394899
M9Bkey217.141032	0.797343409009	0.74140679972	0.810921286222	0.554966927101	0.689937161131	0.654128743504	0.708424339352	0.729943934494	0.776535297089	0.817192471629	0.737929176986	0.78167482379	0.774350295575	0.675969021021	0.660332470113	0.587476595192	0.60530389795	0.639599088317	0.707402069069	0.668343460613	0.0	0.579441628839	0.654628759272	0.497681032147	0.589133203078	0.677701765536	0.699175596974	0.67871064219	0.651691125605	0.760063198237	0.839540222889	0.790169521775	0.720865167135	0.591944817938	0.79162984455	0.644266695949	0.626170021578	0.785134285934	0.668764718678	0.835054328014	0.684092560109	0.780549378805	0.706172670088	0.697096334099	0.701747315058	0.789358134612	0.646852339384	0.584621337154	0.766238539989	0.768549316963	0.80426829165	0.796026844535	0.609873925972	0.852490134043	0.804248209114	0.681623150349	0.689136564071	0.743964006297	0.584975887584	0.695097168676	0.753218478996	0.645058859878	0.780062377575	0.706081964255	0.810445579814	0.610204582261	0.758241658232	0.753081336914	0.67259222313	0.620582288718	0.730498173402	0.599598200272	0.641562891788	0.632351925061
M2Ikey217.141000	0.65689497155	0.589843622415	0.692786705235	0.483445337602	0.575228342523	0.483166264095	0.567733395637	0.594258739196	0.686312580862	0.691018289576	0.591695628075	0.661021370973	0.657973681436	0.492256187288	0.548409537331	0.394293567697	0.49895553044	0.47704348457	0.569498943104	0.50291879187	0.579441628839	0.0	0.514116715046	0.60970176241	0.427808633751	0.492608591686	0.576104323597	0.488203549313	0.41340954828	0.625453374205	0.730094333684	0.678195821261	0.564863334859	0.46406121135	0.655301145984	0.438520104596	0.499435582874	0.651099690897	0.457377893672	0.749052838799	0.544603574043	0.638468449034	0.485505957158	0.582831046384	0.534014020992	0.685339581566	0.537919965918	0.398089299689	0.640696350502	0.635549092511	0.665748851355	0.688575931452	0.390224479099	0.754786587371	0.696463574988	0.512395578837	0.579884881598	0.622231554318	0.456649095788	0.532521123096	0.666147316138	0.527264192029	0.652679697042	0.543597653718	0.721657062109	0.437976073233	0.639336686859	0.641086908202	0.605484790782	0.405295946311	0.619378906482	0.40783542428	0.507841000402	0.426024369496
M2Mkey217.141014	0.70782303645	0.636899183291	0.734946179429	0.627130917217	0.562070663492	0.574666484569	0.661441893831	0.575956933652	0.737511321931	0.73914577994	0.65938908271	0.723452226468	0.71495433203	0.556924484228	0.541839451811	0.610188743425	0.583154492969	0.512942973801	0.574855036356	0.591491616102	0.654628759272	0.514116715046	0.0	0.688162319435	0.588856023882	0.511659984731	0.54518423817	0.535154085652	0.564617567065	0.683128330825	0.776717227675	0.737401648858	0.575948498547	0.599442532002	0.7084139942	0.5398740004	0.525069893408	0.717986307472	0.498140768902	0.798909607536	0.660929831687	0.696485534535	0.548069257941	0.682231785961	0.534244436876	0.719234931136	0.621913749646	0.593678909679	0.701704287837	0.682013246075	0.700432633303	0.72170699368	0.553042476561	0.810527328057	0.729381980016	0.641450509313	0.557745890956	0.594377216666	0.527403067592	0.574887394803	0.715083631508	0.491752383209	0.719955281296	0.631750219303	0.77417657729	0.587542291341	0.677236571215	0.68072335814	0.540708578901	0.584116931867	0.668438368448	0.60498478541	0.507148144864	0.531662452248
