	M11Space217.141008	M3Ekey217.141042	M2Space217.140997	M2Thml217.141005	M2Gkey217.141106	M3Pkey217.141031	M2Xkey217.141016	M3Jkey217.141017	M2Ukey217.141085	M2Fkey217.141078	M2Kkey217.141041	M9Fkey217.141065	M3Bkey217.141059	M3Space217.141098	M3Pinr217.141057	M2Ikey217.141000	M2Ckey217.141092	M3Rinr217.141091	M3Lsft217.141088	M3Qkey217.141051	M9Wkey217.141090	M3Akey217.141006	M3Midr217.141101	M9Xkey217.141072	M3Ckey217.141073	M9Pkey217.141096	F12Space217.141068	M2Wkey217.141070	M3Thml217.141040	M9Mkey217.141007	M9Space217.141079	M9Skey217.141004	M2Tkey217.141054	M9Rinl217.141020	M2Pkey217.141105	M2Jkey217.141038	M3Gkey217.141037	M3Lkey217.141097	M9Ckey217.141013	M9Midl217.141043	M9Ekey217.141044	M2Qkey217.141102	U2Space217.141047	M9Ykey217.141029	M2Ekey217.141011	M3Ykey217.141023	M2Rinr217.141027	M3Zkey217.141083	M2Dkey217.140994	M9Okey217.141076	M2Akey217.141030	M3Wkey217.141104	U3Space217.141064	M3Pinl217.141094	M9Dkey217.141053	M3Midl217.141103	M10Space217.141036	M9Bkey217.141032	M3Rsft217.140995	M2Vkey217.141022	M3Tkey217.141081	M3Indr217.140993	M9Hkey217.140999	M2Skey217.141089	M2Indr217.141062	M9Akey217.141086	R1Space217.141077	M3Hkey217.141093	M2Bkey217.141063	F11Space217.141071	M3Nkey217.141001	M2Lkey217.141048	M2Pinl217.141003	L3Space217.141024	M2Okey217.141061	M9Indr217.140998	M2Lsft217.141056	M2Zkey217.141015	M3Kkey217.141046	M9Pinr217.141002	M2Pinr217.141039	M9Gkey217.141099	M2Mkey217.141014	M2Rsft217.141034	M3Indl217.141067	M2Rinl217.141058	M3Xkey217.141055	M2Enter217.141012	M3Rkey217.141025	M2Thmr217.141087	M2Hkey217.141026	M9Qkey217.141019	L1Space217.141069	M2Rkey217.141050	M9Indl217.141066	M9Pinl217.141035	M9Enter217.141084	M2Midl217.141009	M3Mkey217.141107	M3Rinl217.141100	U1Space217.141075	M9Rinr217.141080	M9Kkey217.141033	M2Indl217.141074	M9Vkey217.141018	M3Vkey217.141028	M2Nkey217.141052	M9Thml217.141021	F10Space217.141045	M3Thmr217.140996	M9Midr217.141060	M9Nkey217.141010	M2Midr217.141082	M2Ykey217.141095	M9Thmr217.141049
M2Wkey217.141070	0.598358252936	0.546467596665	0.649076822199	0.657809978375	0.654147060917	0.661040925257	0.575218636955	0.636059941	0.588215438846	0.549437469015	0.652613389645	0.715971830872	0.545334899744	0.634942808537	0.66542602233	0.480354525667	0.759204951634	0.614904244864	0.594614473663	0.616197679865	0.613131888695	0.710278910561	0.584077871659	0.659063049404	0.584551063427	0.58599469496	0.54553321411	0.0	0.578443145068	0.606550112109	0.606955643846	0.578717407169	0.543818126547	0.496437509538	0.495000184463	0.670854982365	0.573968902162	0.583145200023	0.623003825512	0.67643120384	0.628992861481	0.538596671328	0.54608090443	0.539095611122	0.654640439504	0.682738580876	0.619916134269	0.606140623506	0.676191895483	0.642578618985	0.640319399577	0.719147660222	0.752643917448	0.674275728585	0.559562066782	0.644118038146	0.580696035909	0.584893611635	0.544799525429	0.573136162737	0.559102949716	0.715383893769	0.573956499926	0.528613441613	0.514594298176	0.63015353036	0.653781683972	0.610377751779	0.643177628284	0.697900974345	0.607367947352	0.52098961396	0.551325165659	0.589292835602	0.652456161789	0.48986505606	0.654943647357	0.550737823877	0.667067436729	0.602599103404	0.715729745903	0.593650776052	0.567287807859	0.586615971951	0.55476818845	0.680131664195	0.618221157221	0.681225178146	0.534036770032	0.630564404056	0.75511014418	0.681113496827	0.658793638339	0.608096878081	0.639038828949	0.700765646048	0.666521320153	0.629025097737	0.598685506969	0.677651133497	0.625246960648	0.601118438503	0.598277790385	0.637491111554	0.662262627663	0.571853705163	0.5217224446	0.523358407729	0.512707983612	0.635882754218	0.735623178936	0.529253995829	0.631316875518	0.582688374647	0.583297064034
M3Thml217.141040	0.636373542321	0.664341007424	0.692384806527	0.742542179613	0.705441832595	0.708717599866	0.678719892012	0.699804152111	0.576165282009	0.585327602365	0.685642446462	0.742217562254	0.631911067285	0.691843167681	0.692805077636	0.647839762826	0.79195640938	0.677223530385	0.668356039453	0.676235138842	0.650500787417	0.754930430126	0.603947923442	0.719591758579	0.608861728517	0.62182509063	0.612830144894	0.578443145068	0.0	0.671450373258	0.637531368778	0.613762977153	0.628226076258	0.636641871052	0.66017799607	0.695829826539	0.645588023442	0.665621335027	0.66102811332	0.676971197803	0.614149971331	0.605129472977	0.605253861336	0.624749602285	0.705476912135	0.706001451973	0.67901587734	0.648724804126	0.705144124011	0.703242329894	0.713208253257	0.755462899397	0.76266009718	0.723598022777	0.645858433876	0.605952404417	0.61865072743	0.62400268135	0.604208461625	0.649919965565	0.63088791719	0.765825435215	0.626275612036	0.654573607284	0.623603963563	0.698295811185	0.658486634457	0.647419460552	0.623921565626	0.690461373819	0.609763408332	0.557429332251	0.593377488716	0.668057144269	0.678825417819	0.6268899605	0.645035977239	0.597573490828	0.718065779904	0.642999325733	0.750211648985	0.644135623885	0.578776380601	0.601259511853	0.61100508994	0.692047561111	0.635122371033	0.698290828216	0.610677835156	0.681830571953	0.790034511601	0.720109099813	0.711561117525	0.660980904343	0.677859224835	0.726753557799	0.698912124556	0.571481566394	0.630619204739	0.651881699463	0.601825958443	0.607824883742	0.608431909961	0.715177737317	0.66095242256	0.675148634238	0.657995721657	0.602863750713	0.626916204762	0.70690480394	0.770202109055	0.570002227511	0.654978246841	0.625334662679	0.643362299392
M9Mkey217.141007	0.465645249156	0.486339467216	0.675201970927	0.719633115858	0.714082651505	0.689620731219	0.641093998215	0.662787090224	0.657480942054	0.635104322402	0.514099652624	0.596323536057	0.392171796473	0.461940993081	0.540326556105	0.464448073602	0.743299254621	0.675599034762	0.620842447825	0.631291920466	0.562302368264	0.660324028655	0.664117645785	0.522855919948	0.584857140736	0.611470902599	0.494522581101	0.606550112109	0.671450373258	0.0	0.500243777487	0.486156001469	0.454658317913	0.515868469929	0.464785758571	0.695309415749	0.571147217694	0.586528501089	0.496487122229	0.577180864428	0.610188743425	0.606897481484	0.456785740753	0.519830444539	0.698235086143	0.654028403144	0.677760470343	0.632699374532	0.663357430334	0.648564315377	0.617806485618	0.671395984545	0.727698143431	0.698422110916	0.605792447587	0.51572756473	0.482202162097	0.653726265872	0.539457694136	0.3640215103	0.427924354594	0.465865086294	0.394293567697	0.506669039443	0.56401105904	0.627766323523	0.555410308738	0.599808879988	0.594863789058	0.623177732832	0.51693483494	0.557088778763	0.562073284693	0.384075545425	0.475205404749	0.552901851248	0.507641862536	0.592198873502	0.685485359419	0.653126572901	0.646692008178	0.631805562868	0.618255578093	0.638819300274	0.614747257599	0.587476595192	0.486461466082	0.539218797889	0.592121846016	0.631830938814	0.724137599409	0.717564322825	0.725359473352	0.653452742652	0.673438353086	0.689235664611	0.683713675583	0.596373748468	0.548529040241	0.653096140792	0.604063652414	0.599109977593	0.641919590282	0.526128390283	0.447202789959	0.4758757959	0.495310117875	0.564652096623	0.536262553464	0.663356351313	0.670913833956	0.533572800936	0.576391333999	0.521125250608	0.545124618205
M9Space217.141079	0.468446599296	0.57624129758	0.693811844356	0.75748110583	0.74057718046	0.716459250959	0.666309715424	0.683548767812	0.634875240235	0.631307962949	0.495431022658	0.565235232642	0.527855298997	0.606474455684	0.500544835266	0.467617662742	0.787994630105	0.689497235491	0.651772209463	0.684157632993	0.63245646629	0.721455226233	0.655233674899	0.565993447566	0.556994699114	0.647537633287	0.548166011578	0.606955643846	0.637531368778	0.500243777487	0.0	0.497211233274	0.512930071492	0.553637489206	0.50280629042	0.725288487886	0.636078902089	0.650533283221	0.48643927564	0.582034525277	0.564617567065	0.592753485911	0.450379915159	0.552510822059	0.71820410916	0.712388925712	0.669657245726	0.644249216619	0.70155755092	0.704095097289	0.648907123538	0.725285061129	0.768436474799	0.729694951909	0.622352049496	0.514460556105	0.477876873573	0.627200415088	0.548800466289	0.515466249317	0.499136812435	0.636072023309	0.41340954828	0.531494695922	0.599734135591	0.689898472102	0.467844308311	0.57597871642	0.598134053902	0.569306766341	0.565923414766	0.563497912496	0.529648072903	0.448511551046	0.509946034997	0.529378073105	0.576808710314	0.611018285283	0.717990216523	0.674539824971	0.712344000126	0.607130290791	0.615746210721	0.666303351484	0.640809751993	0.651691125605	0.44661460888	0.475601326882	0.576865562234	0.684185440203	0.777886870897	0.725057416989	0.73644110123	0.66229287737	0.683278124804	0.735504649763	0.710718016691	0.606687262058	0.537518934468	0.654980582979	0.571009436206	0.60243414115	0.636152660656	0.571726580578	0.413788431987	0.548762310578	0.575905130455	0.567463966	0.553666870822	0.704421273651	0.759718685828	0.520025977911	0.584711002808	0.569664168748	0.59032326376
M9Skey217.141004	0.527657157743	0.525778171232	0.672914033873	0.697800687405	0.668965171664	0.660089614625	0.625543655158	0.675020751035	0.593068127777	0.60668094172	0.584023521573	0.624531898123	0.471888429707	0.552367084264	0.587675222399	0.441277136195	0.76150619268	0.658845165386	0.632509380708	0.597636823215	0.593918934549	0.694122174948	0.612802595121	0.60193595635	0.570140560105	0.605127636388	0.470529514673	0.578717407169	0.613762977153	0.486156001469	0.497211233274	0.0	0.439124237824	0.468447894562	0.434994496373	0.683530444646	0.59446370553	0.614238502641	0.519148372323	0.595836859063	0.587542291341	0.546224590283	0.459621595249	0.401182193808	0.673162716749	0.675736599316	0.656059348978	0.619662212133	0.640984137261	0.666753925355	0.609332131649	0.690548582957	0.757993488454	0.707756507481	0.575007254086	0.536474083449	0.472101767219	0.609033289475	0.467326409368	0.500526297583	0.463835514447	0.62155277796	0.437976073233	0.441550950758	0.582904779357	0.634244579711	0.523043313825	0.526912009745	0.600404788092	0.630332486293	0.495319952887	0.547051517661	0.513073032815	0.532804721309	0.500451847585	0.507672817315	0.51027846812	0.531340023884	0.670163153501	0.602706900075	0.677675739349	0.579573439972	0.570090098306	0.601392405145	0.574746684196	0.610204582261	0.479143747907	0.524532250522	0.573541349529	0.641563621807	0.756584104225	0.714562670739	0.702226827669	0.620482854674	0.644575363603	0.704023943151	0.677913916376	0.579863329221	0.549709654247	0.631367008697	0.573328699197	0.545371051849	0.558855664239	0.571053014906	0.513883054104	0.479022024383	0.494261948031	0.477922075725	0.494957173726	0.652057401581	0.720041473326	0.468938295887	0.55306308033	0.479598501628	0.515352061903
M2Tkey217.141054	0.51748146531	0.548077441094	0.697238208472	0.71365215613	0.697284119834	0.712621327671	0.672615178025	0.686037934779	0.6424157487	0.621068473867	0.54025304655	0.587521947479	0.366815285314	0.579495921739	0.568324839342	0.420558437273	0.777923654866	0.66282849617	0.659992002769	0.655779152735	0.614260045149	0.704794381129	0.603221338224	0.604545975634	0.600710276337	0.597308853967	0.486599292336	0.543818126547	0.628226076258	0.454658317913	0.512930071492	0.439124237824	0.0	0.486723565671	0.391450002249	0.717883824094	0.630112350454	0.629641880465	0.508083474802	0.566510085196	0.584116931867	0.564681947604	0.410880505535	0.514525259437	0.699202955721	0.669894803095	0.6765291886	0.649135976356	0.704041997308	0.700249442238	0.645366400293	0.71029182917	0.776682455062	0.73231601131	0.612717215901	0.555618510656	0.519049943887	0.63777170506	0.486404329513	0.474189904934	0.500531138782	0.642975893599	0.405295946311	0.450692573444	0.576501413005	0.678752656655	0.503935638136	0.568613811319	0.535779978851	0.644428761042	0.532499916092	0.490101642728	0.502919373866	0.506090863441	0.49874566533	0.503560232082	0.507656774134	0.494537997677	0.708726633069	0.612655792022	0.700232403527	0.550743613185	0.566257783669	0.627876543051	0.62698708849	0.620582288718	0.531884872216	0.567003094151	0.614630874754	0.672784244657	0.761925400052	0.732958074739	0.729614984042	0.65636132456	0.679525859506	0.722494422895	0.694359497321	0.617055008833	0.514748246293	0.628106246992	0.5908277678	0.568049168141	0.60441488642	0.510091477921	0.512069689578	0.515784189056	0.473990555256	0.536505830893	0.443668057932	0.68831695017	0.742610919168	0.527391228419	0.569400030063	0.505247657709	0.580176274848
M9Rinl217.141020	0.585523949454	0.419163423282	0.632954368402	0.615170598544	0.608095094528	0.638970257406	0.560789075986	0.61431306969	0.570980770508	0.550518444831	0.600123319604	0.689140063841	0.450123903077	0.529684498408	0.602165969661	0.280610071107	0.739610562987	0.605528971127	0.575582760333	0.546556463638	0.567127390107	0.673439535117	0.605161146848	0.630399801164	0.518624127617	0.614165789941	0.531116571068	0.496437509538	0.636641871052	0.515868469929	0.553637489206	0.468447894562	0.486723565671	0.0	0.411051115983	0.641491808713	0.547421149926	0.567848726853	0.545733618084	0.644438566891	0.620742034894	0.482912369165	0.478278189893	0.407643096564	0.621496419758	0.663051888288	0.600768332777	0.590685109943	0.628209133224	0.597905789819	0.604833568517	0.678869584685	0.725940504995	0.6556087155	0.546768575043	0.561868187292	0.509804707596	0.582527194157	0.457462689763	0.518159377187	0.459950754661	0.653097675248	0.455091581247	0.29211203224	0.467395255786	0.593392524092	0.576668550736	0.622930299062	0.661562171579	0.699242551325	0.508961326517	0.512880519589	0.486632342856	0.561745953809	0.546851488497	0.404905408355	0.640205128572	0.468896874494	0.616864668005	0.585698781261	0.684068784487	0.583493289437	0.573049824498	0.57495937554	0.565748430958	0.642773074872	0.571568159462	0.592334802027	0.516763275086	0.598750685496	0.737824592831	0.649793842351	0.650383589382	0.578289987971	0.607773750332	0.685160399897	0.612923533512	0.603710030932	0.573544304604	0.643917964914	0.599467103204	0.579084418852	0.572744191796	0.622975790064	0.558252600156	0.422257475243	0.396518051228	0.416271241532	0.429721445553	0.632023687963	0.714147555086	0.537475620888	0.560526963688	0.517388641613	0.577314776128
M2Pkey217.141105	0.515855302592	0.474941702501	0.662467252582	0.682541712104	0.674627418523	0.692171757135	0.630503720635	0.663580756059	0.634392075206	0.57665133122	0.563387293063	0.662741615691	0.437012051927	0.578570223507	0.63236396623	0.283611075535	0.743528370142	0.658786122545	0.617179046482	0.617420652822	0.586953791376	0.673276419832	0.6365977505	0.587945320113	0.584945216525	0.666011571513	0.543052180651	0.495000184463	0.66017799607	0.464785758571	0.50280629042	0.434994496373	0.391450002249	0.411051115983	0.0	0.71080021409	0.60421870554	0.591596822942	0.487350910267	0.619915671339	0.622771402537	0.555702492292	0.387879662825	0.438973543019	0.685091411285	0.660565582578	0.668041199772	0.64031421199	0.682349131995	0.672624238014	0.602086386409	0.687998717141	0.749443765729	0.706023160145	0.569841643208	0.591734719237	0.529298291083	0.643824253374	0.481617192613	0.510085732107	0.487893533388	0.665341580624	0.426472741358	0.387814845978	0.541571103823	0.64573940175	0.571101660698	0.603169486648	0.64208011321	0.640161084307	0.544554566291	0.540712395913	0.524779423378	0.520390122169	0.527262829634	0.470632964056	0.565470528926	0.517609375255	0.656934053505	0.631634619938	0.667138365882	0.585726328536	0.619385071876	0.648192196664	0.620200906438	0.649035412168	0.490659648324	0.540031476251	0.593257497448	0.664653941951	0.743055369036	0.717089701825	0.714691499194	0.636628900023	0.666606697933	0.70580463222	0.685864457078	0.647441310521	0.588941002797	0.670120157446	0.625318071204	0.585763817094	0.643836474552	0.521303597119	0.553437002097	0.430005697717	0.415618528684	0.456180257279	0.442987255388	0.673937370727	0.704732391623	0.543853196598	0.584562633797	0.552695122506	0.56436828827
M2Jkey217.141038	0.71389950296	0.655866770985	0.450999494203	0.480812571259	0.473435867111	0.471495211639	0.466872949866	0.520890778267	0.595218545694	0.666826718751	0.741586134572	0.779925164729	0.703291523179	0.699894768637	0.682286422728	0.680108117428	0.523899924875	0.464368941959	0.481301255781	0.440290833659	0.510460553768	0.539879519608	0.676712531838	0.736905265815	0.607064181948	0.657284106951	0.66227250102	0.670854982365	0.695829826539	0.695309415749	0.725288487886	0.683530444646	0.717883824094	0.641491808713	0.71080021409	0.0	0.512875028252	0.537404356672	0.672847607546	0.709780708079	0.700432633303	0.600896032445	0.701695001929	0.650419075389	0.456327524631	0.520120379093	0.477613509963	0.42487650251	0.428310464646	0.498276006979	0.509840127137	0.53826641157	0.537089223523	0.458898335155	0.539241772291	0.733624059748	0.691019091744	0.648762583633	0.648997553621	0.639589777166	0.652897522469	0.788347605874	0.665748851355	0.685491726073	0.650111793894	0.469126294437	0.699804744644	0.699373343735	0.672453563372	0.776770631153	0.678661794109	0.610865406599	0.629684456523	0.703229985922	0.724295263934	0.643322702471	0.759586955012	0.695107724001	0.509529744697	0.480856750015	0.57118116166	0.690472323657	0.643458512807	0.588866547116	0.599305425935	0.80426829165	0.726726685024	0.767442786047	0.636782442078	0.452040769896	0.561205427633	0.454973520394	0.464518659001	0.486776959854	0.445932545077	0.449141214963	0.432990401475	0.681130413978	0.671903900919	0.703707718841	0.674627297274	0.663669131149	0.64510571376	0.745803312235	0.710146965591	0.66463571112	0.681057419917	0.631966376854	0.704287630707	0.466241178562	0.617497022243	0.64468206115	0.689731275222	0.621961571564	0.693417114375
M3Gkey217.141037	0.617967301584	0.535279766248	0.467645817733	0.526948040182	0.496008525242	0.495923996285	0.432221686574	0.466173949515	0.563390195805	0.624886094193	0.66384440972	0.728973009296	0.619881050736	0.586333678169	0.64700268341	0.557816209704	0.607520188002	0.453187977826	0.396302736228	0.426603501895	0.427350109681	0.518742283012	0.655548317911	0.653296638528	0.580034310672	0.595447574947	0.548256993759	0.573968902162	0.645588023442	0.571147217694	0.636078902089	0.59446370553	0.630112350454	0.547421149926	0.60421870554	0.512875028252	0.0	0.458119416496	0.519186240078	0.647283487705	0.631750219303	0.554852194008	0.602600211314	0.556490350245	0.45866170811	0.518229743964	0.447886967923	0.436730597206	0.481092676131	0.477933748242	0.486355645072	0.534541624118	0.58523610178	0.51041230454	0.41271307249	0.630788487636	0.595727304682	0.597848671245	0.569264681886	0.503022594312	0.522293518174	0.710426640305	0.543597653718	0.561118100155	0.585106503448	0.424165840972	0.642261955289	0.632977907177	0.63065547986	0.707636805094	0.591773027561	0.536504132577	0.559406988908	0.60483121537	0.636272020417	0.547339280684	0.680235792984	0.598231065136	0.475539334239	0.466618583231	0.581445191311	0.624344486696	0.580880872521	0.541279162939	0.569460319968	0.706081964255	0.643872332055	0.67631582463	0.56541493901	0.451311899423	0.593414918153	0.512058334744	0.503675698724	0.428892280997	0.442688400748	0.526235095997	0.464849765694	0.613032624695	0.583678815825	0.669558466109	0.573279501602	0.651829046141	0.586618920301	0.675460804244	0.651481517785	0.562002410926	0.552444758327	0.563370097547	0.570282576409	0.477319743588	0.601134017829	0.531766787023	0.609906048509	0.556573669616	0.601806054097
M3Lkey217.141097	0.630117679193	0.45224319462	0.45257446117	0.488823453267	0.538493065483	0.552597745174	0.411394213297	0.43215708619	0.567019633619	0.656443063127	0.591952549321	0.769141981687	0.631164320069	0.62188497229	0.707128290114	0.535911400952	0.596323164875	0.491866793016	0.457838146051	0.385570106304	0.42050353157	0.529768368096	0.657406650966	0.675806865058	0.558008186196	0.637015153051	0.568070520683	0.583145200023	0.665621335027	0.586528501089	0.650533283221	0.614238502641	0.629641880465	0.567848726853	0.591596822942	0.537404356672	0.458119416496	0.0	0.563775441728	0.661980718953	0.682469783837	0.631593873525	0.635863247703	0.560024777718	0.48180493842	0.560703276256	0.522757222564	0.490259821732	0.496896839112	0.444258477757	0.477349432934	0.585647013324	0.631901819518	0.481064581304	0.370012906167	0.646879614647	0.595468649377	0.619158404168	0.576284640694	0.561776011445	0.578456117687	0.766487823884	0.595891418298	0.560055120309	0.57606161072	0.468602994191	0.659998104849	0.665301986745	0.653643225898	0.705972754631	0.628541182999	0.538200464636	0.581341785223	0.60224938649	0.650009563689	0.479134293509	0.649059344427	0.596903035429	0.457689666733	0.426460374105	0.548171283673	0.601988720856	0.579251727911	0.565749372294	0.574252320696	0.745832250478	0.686427215745	0.67764902028	0.602788828558	0.510790564082	0.563787076271	0.572489057391	0.55184844067	0.452619692447	0.504807792999	0.53597634884	0.513850877655	0.640490560973	0.598533760925	0.665294700177	0.640135601203	0.635499128542	0.621956889331	0.713418806867	0.677267939312	0.609061997397	0.553742943061	0.533775258402	0.541220648056	0.484693241662	0.57905899228	0.55832427168	0.629845921492	0.561715979424	0.624539556149
M9Ckey217.141013	0.576923641251	0.517823558076	0.645705969548	0.701712134316	0.660584413889	0.646967195361	0.596006693662	0.627139815429	0.592771624826	0.621274407249	0.540215447575	0.646375036866	0.538549089668	0.610885052294	0.626112579858	0.491136985636	0.735800695524	0.631371306124	0.5635047137	0.565509907244	0.563624861616	0.652250832326	0.661798538135	0.550408581162	0.565347248027	0.593310984958	0.503401593783	0.623003825512	0.66102811332	0.496487122229	0.48643927564	0.519148372323	0.508083474802	0.545733618084	0.487350910267	0.672847607546	0.519186240078	0.563775441728	0.0	0.580555237661	0.595551754279	0.582909693357	0.494704902047	0.528243848397	0.646505839712	0.650918005221	0.627912263341	0.597608321824	0.627936405511	0.633225408837	0.562053951743	0.657605241172	0.737119394373	0.673776825107	0.523182920929	0.593551244036	0.512979080439	0.602284454928	0.520589804892	0.493826849426	0.488919525032	0.682548057289	0.456891225823	0.508620802646	0.576253383661	0.619382127626	0.542378052683	0.57976839243	0.616248016792	0.611891241743	0.511117018128	0.54714868015	0.542940111717	0.532490857901	0.542733811336	0.541831089104	0.531531157869	0.566242574456	0.662025744596	0.593137426535	0.622667121862	0.574932410996	0.611210784488	0.618871500998	0.607780891242	0.68260502184	0.524267437247	0.499755243391	0.580431326894	0.633591435242	0.729532979854	0.676561365849	0.670219713383	0.621431551874	0.626469798182	0.686916638299	0.644656301376	0.614870958617	0.522075209109	0.670641166146	0.547969338554	0.589516670441	0.594432578831	0.620992968804	0.522688760297	0.55732994525	0.54895076563	0.553427653773	0.510002143004	0.63592714644	0.691759786394	0.50777993928	0.544343769702	0.5227025726	0.549332463634
M9Midl217.141043	0.585492666234	0.65665012248	0.710046560605	0.768448524804	0.742337550115	0.72445141145	0.66204081512	0.677515228667	0.6069802599	0.685892102166	0.589220653535	0.600013259717	0.562228082013	0.600481563312	0.655418541436	0.618715826009	0.782998918154	0.679661807403	0.674561079107	0.646595683453	0.663384086708	0.742936459067	0.647919631003	0.534808529658	0.497551463076	0.654178810827	0.492868953093	0.67643120384	0.676971197803	0.577180864428	0.582034525277	0.595836859063	0.566510085196	0.644438566891	0.619915671339	0.709780708079	0.647283487705	0.661980718953	0.580555237661	0.0	0.491752383209	0.614673729932	0.577488400447	0.607917041116	0.707133509871	0.719962324633	0.709258029414	0.670841912525	0.709580859483	0.71240113312	0.665903011839	0.724438825102	0.784413882637	0.733497434138	0.620943815823	0.584404694717	0.521869526565	0.642030381948	0.589931370896	0.553364081423	0.587326636492	0.61575671073	0.527264192029	0.637720871914	0.654368605457	0.683812682118	0.454313733653	0.576068264817	0.544325853562	0.509511004278	0.548233047815	0.562421651376	0.522460747664	0.551942803924	0.578486431519	0.664453263827	0.629472755836	0.651502839739	0.722634024301	0.642129430334	0.735499686953	0.585905447932	0.560652569161	0.677471479946	0.669304896919	0.645058859878	0.531963604413	0.632470811825	0.679596747916	0.677852981094	0.778223780841	0.741091877027	0.735280564299	0.679294634046	0.700684520681	0.74225276619	0.726635465009	0.616211778907	0.559029061458	0.640924634505	0.575465008818	0.652260444761	0.627895393609	0.697891842346	0.603737892116	0.641211661569	0.593477516811	0.624812276962	0.621516834392	0.715474799772	0.754252974274	0.506549775321	0.493162923528	0.559715186237	0.541643344716
M9Ekey217.141044	0.591491616102	0.674881931549	0.696485534535	0.77417657729	0.719234931136	0.70782303645	0.684552527046	0.708241811352	0.576719785341	0.666561953977	0.684316110124	0.621913749646	0.599442532002	0.627130917217	0.660929831687	0.628311455468	0.810527328057	0.677236571215	0.65938908271	0.679527488902	0.661441893831	0.741229464617	0.582610306436	0.54518423817	0.534244436876	0.575956933652	0.525069893408	0.628992861481	0.614149971331	0.610188743425	0.564617567065	0.587542291341	0.584116931867	0.620742034894	0.622771402537	0.700432633303	0.631750219303	0.682469783837	0.595551754279	0.491752383209	0.0	0.540414423487	0.593678909679	0.588444910127	0.723452226468	0.717986307472	0.701704287837	0.636899183291	0.7084139942	0.715083631508	0.684929965205	0.73914577994	0.776717227675	0.734946179429	0.636915319925	0.604248923632	0.531662452248	0.545188370083	0.567068692958	0.588856023882	0.553042476561	0.688162319435	0.514116715046	0.633039367371	0.644211158519	0.683128330825	0.498140768902	0.574887394803	0.574855036356	0.540708578901	0.559697659264	0.535154085652	0.5398740004	0.574666484569	0.583154492969	0.637912516401	0.640028327121	0.629247418117	0.737401648858	0.638959995393	0.741750986498	0.575948498547	0.541839451811	0.628993594185	0.598138165579	0.654628759272	0.527403067592	0.641450509313	0.606856655697	0.68072335814	0.798909607536	0.72170699368	0.729381980016	0.668438368448	0.682013246075	0.737511321931	0.719955281296	0.557745890956	0.548069257941	0.594377216666	0.511659984731	0.562070663492	0.548137952916	0.682231785961	0.60498478541	0.659861280854	0.614063341626	0.586594347172	0.606552835843	0.71495433203	0.768085116025	0.512942973801	0.507148144864	0.556924484228	0.55021521081
M2Qkey217.141102	0.647566457404	0.593320738045	0.621480007379	0.643969728231	0.625317985828	0.622998635797	0.580834116391	0.624730154833	0.540718908852	0.555211432831	0.65411023514	0.708177211569	0.570972813986	0.61658872376	0.605963711336	0.494854588388	0.740509374777	0.583252987473	0.578410474474	0.571054855251	0.59005777074	0.655773837093	0.532159595672	0.630973187054	0.531652296685	0.591395487362	0.50974650307	0.538596671328	0.605129472977	0.606897481484	0.592753485911	0.546224590283	0.564681947604	0.482912369165	0.555702492292	0.600896032445	0.554852194008	0.631593873525	0.582909693357	0.614673729932	0.540414423487	0.0	0.509753423661	0.559996954804	0.635774471902	0.64004623634	0.629851739532	0.560052586118	0.630513469042	0.630434732612	0.615035972347	0.68337177812	0.707827393963	0.652851487623	0.546471519361	0.590143622221	0.525962729131	0.560869142723	0.467645897986	0.57966840671	0.513340075246	0.728361159559	0.525121443209	0.519544916074	0.524104679365	0.609911446645	0.58694687598	0.565963173531	0.579392676518	0.645044828498	0.573929278686	0.53460695382	0.45798189389	0.573858229773	0.592965100028	0.557692921693	0.675988390641	0.526151285746	0.654439887107	0.602736077066	0.680281074307	0.543511307911	0.518329129575	0.528000477676	0.548766578662	0.682637205865	0.625111175681	0.679186528653	0.512206787527	0.576628530148	0.732113693802	0.656969428006	0.652953900111	0.608078185314	0.593664358348	0.657462163913	0.63176959115	0.602234988493	0.577091753996	0.67073957983	0.571930890716	0.523197195414	0.522753211941	0.617375314241	0.581056357272	0.548363838225	0.56578614095	0.533520980998	0.528607001685	0.614483136676	0.697763649667	0.506067295868	0.582430822049	0.500283730758	0.545112551419
