	Face38.143319	Face32.143355	Face30.143329	Face44.143349	Face17.143354	Face21.143328	Face46.143315	Face13.143318	Face37.143323	Face9.143346	Face10.143341	Face39.143332	Face43.143350	Face18.143342	Face47.143345	Face6.143359	Face26.143322	Face20.143326	Face19.143331	Face8.143357	Face42.143360	Face35.143358	Face12.143333	Face3.143313	Face49.143338	Face14.143311	Face27.143353	Face45.143312	Face23.143337	Face34.143321	Face7.143339	Face24.143324	Face28.143348	Face33.143336	Face15.143344	Face31.143330	Face2.143352	Face11.143343	Face4.143335	Face29.143316	Face50.143317	Face1.143356	Face22.143334	Face25.143320	Face48.143351	Face41.143327	Face36.143314	Face40.143325	Face16.143340
Face10.143341	0.498542416712	0.464460580986	0.413883334651	0.452747527851	0.550170564722	0.565522235141	0.64677948357	0.550323433579	0.568700345137	0.696461508174	0.0	0.50521339429	0.589091247359	0.447813645676	0.465795435801	0.536426102558	0.66614783875	0.561018244286	0.484511054621	0.434375442493	0.549128955514	0.438255909677	0.571390390468	0.694817048972	0.493335640462	0.455403571498	0.502103611923	0.611408164234	0.559393594766	0.441154203187	0.514630997369	0.416958948726	0.621569878098	0.493204430962	0.785318489242	0.417559276889	0.62638489983	0.501870073182	0.637689704116	0.642592288055	0.611669658118	0.639194661908	0.695825386734	0.478663180984	0.603314985019	0.545645421339	0.728112211868	0.608959527491	0.593289136008
Face39.143332	0.51313316347	0.268217373405	0.419610373648	0.522678422973	0.399838978546	0.592359151027	0.758246247297	0.567544016416	0.548789994432	0.599077050625	0.50521339429	0.0	0.58811260472	0.510454870428	0.403577447708	0.360943357469	0.531534456568	0.547130516353	0.601713628659	0.547848993244	0.565438079153	0.416019594356	0.476712638271	0.67718637506	0.590899745697	0.486537770767	0.490715540703	0.706519733482	0.557904777045	0.524366299389	0.522046882723	0.40419859252	0.646447460717	0.437003960669	0.682978298052	0.534462130849	0.491488569365	0.354218098669	0.605064579325	0.558041440007	0.553529809245	0.525314883174	0.583533048843	0.425431455552	0.57121570284	0.574817564555	0.676868833516	0.486172658174	0.552635455282
Face43.143350	0.489745031948	0.54039419043	0.542483696977	0.574223690381	0.60027557688	0.742024561424	0.638902346223	0.524087597574	0.473755426106	0.784211643873	0.589091247359	0.58811260472	0.0	0.532287394104	0.587105676344	0.58515302357	0.523745585692	0.55404336171	0.588528776731	0.558614715116	0.593994640642	0.518068388174	0.481958232907	0.543012210674	0.569241004565	0.514795693509	0.574187748016	0.629811261355	0.540833372229	0.592317196919	0.422774812805	0.640645309051	0.571555678857	0.593221630951	0.832609718352	0.547419177112	0.718992571911	0.605124257752	0.518023737032	0.745455825053	0.578613518846	0.723801390568	0.739902914	0.676367362429	0.438405507484	0.476587030717	0.703603587436	0.544156962113	0.570381368459
Face18.143342	0.525201599754	0.499355228723	0.413240885975	0.483615968159	0.567205101191	0.669672395556	0.735377252484	0.506333882234	0.496268725449	0.743367460739	0.447813645676	0.510454870428	0.532287394104	0.0	0.51069142357	0.560619643339	0.644502074823	0.524578004037	0.48104035858	0.541592763502	0.56833479738	0.395083148357	0.525492171654	0.611649358277	0.502648228251	0.450177397338	0.520615343271	0.671420421032	0.52659649293	0.460066382271	0.467728339402	0.558710575404	0.532271184679	0.49636720205	0.811856968687	0.433866909804	0.676670320879	0.546980482808	0.589045347826	0.711414096497	0.548026202769	0.709749640186	0.698945636966	0.582344314257	0.501206230155	0.609955016523	0.676537062937	0.546258965004	0.591527556032
Face47.143345	0.425876669765	0.422100791818	0.401059575369	0.494448265872	0.425834404478	0.568225097209	0.664615338298	0.544008038272	0.593477484729	0.640218507665	0.465795435801	0.403577447708	0.587105676344	0.51069142357	0.0	0.450823146958	0.575192582763	0.538439606774	0.572234555743	0.493165767971	0.51665395197	0.411733487373	0.504841149773	0.648670628036	0.538908873143	0.449756476474	0.48392932294	0.641674850859	0.549283583835	0.494907441826	0.498522149492	0.391077033372	0.620820386915	0.424815534372	0.735159475899	0.480618195218	0.587913696337	0.434394540369	0.636786825987	0.592477013762	0.49179871874	0.564623817965	0.651730814809	0.465470290289	0.600663994236	0.543248471479	0.713103283729	0.511658988796	0.553766412261
Face6.143359	0.521257809506	0.388626305734	0.448713684911	0.459440975565	0.416476028231	0.501865795873	0.775047526453	0.632068082523	0.628932108514	0.501733459708	0.536426102558	0.360943357469	0.58515302357	0.560619643339	0.450823146958	0.0	0.457827662162	0.590467737735	0.612032660791	0.592187612042	0.567037770128	0.439608946051	0.490820786046	0.64477057223	0.63616987751	0.520569749816	0.503891354441	0.731938769361	0.592042789133	0.562192378601	0.584745434031	0.487517277537	0.689169440239	0.454077173323	0.649391526512	0.476455732979	0.3896611052	0.357111241468	0.622743012522	0.40824881721	0.472659995893	0.480991643763	0.52617845662	0.375854780555	0.590619200769	0.558696994214	0.651158151043	0.501741978356	0.636693350985
Face26.143322	0.464956077225	0.532990959922	0.601092442041	0.594070129811	0.582406434695	0.654251708377	0.620730440563	0.617164974137	0.520800629522	0.678420023188	0.66614783875	0.531534456568	0.523745585692	0.644502074823	0.575192582763	0.457827662162	0.0	0.616861386631	0.725716498213	0.57737590157	0.595690968374	0.5875185409	0.39470748746	0.546471461708	0.656959650581	0.640991815255	0.649775003629	0.599404212049	0.514894640863	0.588894004598	0.544875760996	0.596911983552	0.616696641834	0.576723471277	0.744651539346	0.608452239544	0.60093722649	0.533596806514	0.557057426409	0.605675328335	0.542614695243	0.635412988953	0.651702535138	0.534095909417	0.467155450318	0.459447825703	0.678626703409	0.613962505938	0.604593221817
Face20.143326	0.520084328383	0.507721367975	0.499410293528	0.563045897548	0.584146514703	0.689302420952	0.679555739398	0.549737941678	0.512588642596	0.78086549383	0.561018244286	0.547130516353	0.55404336171	0.524578004037	0.538439606774	0.590467737735	0.616861386631	0.0	0.528615364615	0.509658941336	0.506940296161	0.511599187551	0.482104516317	0.552946483941	0.498274036385	0.547635140397	0.586541899073	0.618320890507	0.456035790891	0.536656413714	0.430116012943	0.555225357357	0.550727875523	0.566018112632	0.829682332342	0.58009091382	0.704264855641	0.602387130254	0.587685761423	0.740336985681	0.536966412776	0.720344324805	0.734582850469	0.589862827732	0.503925278585	0.594959289548	0.675804324861	0.533353883654	0.451432290436
Face19.143331	0.635544136424	0.5754656089	0.503107631626	0.550225569023	0.556182307964	0.679214440543	0.714495190267	0.647558238786	0.576158994461	0.747256747139	0.484511054621	0.601713628659	0.588528776731	0.48104035858	0.572234555743	0.612032660791	0.725716498213	0.528615364615	0.0	0.62568035364	0.562677803795	0.561602227857	0.605919586371	0.628789902068	0.612950980599	0.543749627034	0.456650878032	0.731938742483	0.586718858641	0.532140466993	0.49652094023	0.547478675624	0.663759633163	0.572071597537	0.783765861093	0.574298577043	0.687357441034	0.592842731099	0.649493275789	0.64507359099	0.636131822518	0.710410530909	0.681017430143	0.572541787052	0.625309339068	0.571843207922	0.730448809629	0.515957038415	0.599071412779
Face8.143357	0.470619003301	0.549990056836	0.472032705897	0.502800863112	0.529467793997	0.597993468732	0.570140772807	0.499337115763	0.587059477667	0.716426951994	0.434375442493	0.547848993244	0.558614715116	0.541592763502	0.493165767971	0.592187612042	0.57737590157	0.509658941336	0.62568035364	0.0	0.423991424981	0.527899395715	0.528799646362	0.610293056157	0.359493735194	0.451383068558	0.618026809463	0.498303580143	0.497894559318	0.482736645842	0.521639926476	0.503510197101	0.52469665818	0.55023886553	0.782317126658	0.422093681982	0.641935435161	0.539096559394	0.60589642759	0.695080085377	0.492136831271	0.668610283191	0.67018387842	0.553648708354	0.581242139449	0.481646932432	0.669793462052	0.618606678183	0.422046663362
Face42.143360	0.53045678678	0.551417560464	0.426958755152	0.567357129323	0.458291564111	0.587881749713	0.623112934124	0.55492107343	0.576980502481	0.664591309362	0.549128955514	0.565438079153	0.593994640642	0.56833479738	0.51665395197	0.567037770128	0.595690968374	0.506940296161	0.562677803795	0.423991424981	0.0	0.553677030521	0.53006051888	0.625977799885	0.456717475881	0.465250087893	0.60151265285	0.572798589583	0.479267904	0.505059241583	0.573079698907	0.487631573902	0.563026837305	0.554334917893	0.747828598413	0.578710458374	0.606142021231	0.44618751765	0.564392258639	0.623514967836	0.445465141815	0.651065990629	0.607263319768	0.590339636653	0.478238700864	0.428036731252	0.599275556748	0.548961939634	0.517599519364
Face35.143358	0.483838660169	0.361130551396	0.357390632124	0.462682876709	0.493163257215	0.581270452358	0.702311201944	0.552687563706	0.495271812246	0.676935188896	0.438255909677	0.416019594356	0.518068388174	0.395083148357	0.411733487373	0.439608946051	0.5875185409	0.511599187551	0.561602227857	0.527899395715	0.553677030521	0.0	0.476111773376	0.645182036976	0.509224931192	0.347476078715	0.420183304434	0.680239633062	0.53955916362	0.518002811719	0.501347837021	0.440045879076	0.603283934198	0.378610104027	0.754797246903	0.457561565332	0.576978571456	0.420171945647	0.571576660297	0.63011818481	0.547139737249	0.601117976788	0.663941066975	0.481439975033	0.527511513456	0.548289226034	0.673660765863	0.495513828163	0.577772736379
Face12.143333	0.348554337986	0.493976524162	0.474926077872	0.576025030783	0.561460390905	0.619486436115	0.549622598337	0.529039315981	0.422513967236	0.697074506413	0.571390390468	0.476712638271	0.481958232907	0.525492171654	0.504841149773	0.490820786046	0.39470748746	0.482104516317	0.605919586371	0.528799646362	0.53006051888	0.476111773376	0.0	0.532256551698	0.561386695761	0.551450505531	0.534259466157	0.527702251266	0.372326202196	0.539835977394	0.456156459606	0.501717207018	0.514332835762	0.506772757085	0.75948559319	0.578494849367	0.594057447043	0.526437598503	0.479359458131	0.673134163165	0.493795499538	0.650132615713	0.694653567873	0.55794855815	0.396874977975	0.436166568923	0.650276979628	0.595629262244	0.553746160247
Face3.143313	0.574809475356	0.68770747237	0.615904179886	0.639187334871	0.684865528495	0.748662490551	0.646666689878	0.576766731668	0.478811049164	0.801232311873	0.694817048972	0.67718637506	0.543012210674	0.611649358277	0.648670628036	0.64477057223	0.546471461708	0.552946483941	0.628789902068	0.610293056157	0.625977799885	0.645182036976	0.532256551698	0.0	0.603913200636	0.658450036252	0.68307749475	0.657503631579	0.568032347168	0.570027139438	0.524250363037	0.674246771777	0.460087126301	0.677286350705	0.84702821037	0.60187764327	0.735109526699	0.697149081265	0.577935197661	0.772322688133	0.554174018941	0.713382341438	0.757141156122	0.692422264644	0.515571767742	0.573398628206	0.684629871236	0.626932368587	0.544166256512
Face49.143338	0.499180981611	0.551566279733	0.505526299635	0.519873612638	0.606274770535	0.676368045657	0.622327392745	0.418990865698	0.520859908335	0.774116501583	0.493335640462	0.590899745697	0.569241004565	0.502648228251	0.538908873143	0.63616987751	0.656959650581	0.498274036385	0.612950980599	0.359493735194	0.456717475881	0.509224931192	0.561386695761	0.603913200636	0.0	0.531812836461	0.631797876495	0.566897009078	0.527263350693	0.496860690234	0.568441985108	0.597458555768	0.490521416006	0.591275353529	0.827584978367	0.459696358326	0.697540205288	0.626556957849	0.486943988786	0.740268559382	0.487012149033	0.729997378138	0.735115221082	0.635051946071	0.551254969236	0.52627949023	0.641721041369	0.671438546114	0.53293253006
Face14.143311	0.529180270613	0.425126027446	0.33105498963	0.48214669618	0.460057673986	0.521290990972	0.671914356029	0.6010149859	0.56133777372	0.651885881248	0.455403571498	0.486537770767	0.514795693509	0.450177397338	0.449756476474	0.520569749816	0.640991815255	0.547635140397	0.543749627034	0.451383068558	0.465250087893	0.347476078715	0.551450505531	0.658450036252	0.531812836461	0.0	0.490169614159	0.664294011517	0.527439823817	0.508535533114	0.528124628002	0.436429919004	0.616760326511	0.443435133535	0.753171398182	0.484275851123	0.574116786906	0.413236549058	0.613978872267	0.64453185237	0.582604901279	0.583371126228	0.594478638349	0.530425266114	0.54049928702	0.491639227401	0.664815895177	0.500461635458	0.543064379866
Face27.143353	0.562550189435	0.402489713957	0.425880799447	0.510466904006	0.493688457791	0.606234773935	0.705422300554	0.642661339674	0.596870824413	0.65394119504	0.502103611923	0.490715540703	0.574187748016	0.520615343271	0.48392932294	0.503891354441	0.649775003629	0.586541899073	0.456650878032	0.618026809463	0.60151265285	0.420183304434	0.534259466157	0.68307749475	0.631797876495	0.490169614159	0.0	0.70317264631	0.609887641136	0.556182202489	0.546346279399	0.505641539292	0.664131928854	0.376456749364	0.667586647686	0.530652376973	0.639795184096	0.448938114059	0.635075024254	0.548359054251	0.628024618203	0.672462687092	0.603686858523	0.515387001085	0.611257885449	0.574511026304	0.785286808935	0.501234545132	0.632922484678
Face45.143312	0.562559936206	0.695765026842	0.657646158063	0.635466375581	0.672071870717	0.652669425322	0.368273198897	0.53930896151	0.606749870187	0.770712407023	0.611408164234	0.706519733482	0.629811261355	0.671420421032	0.641674850859	0.731938769361	0.599404212049	0.618320890507	0.731938742483	0.498303580143	0.572798589583	0.680239633062	0.527702251266	0.657503631579	0.566897009078	0.664294011517	0.70317264631	0.0	0.494290305495	0.627118894992	0.641589624311	0.655769593628	0.561016376439	0.631412132737	0.826295957061	0.6213114647	0.769637060295	0.695472055635	0.605778600364	0.78975615689	0.628742075439	0.770514725591	0.757394971066	0.688454117119	0.551337861964	0.545730421504	0.755634608829	0.706506487795	0.607511106066
Face23.143337	0.439820886066	0.554027540768	0.487472764471	0.557194917125	0.564142606778	0.653578816387	0.595821317808	0.522799238294	0.47165504748	0.74535731792	0.559393594766	0.557904777045	0.540833372229	0.52659649293	0.549283583835	0.592042789133	0.514894640863	0.456035790891	0.586718858641	0.497894559318	0.479267904	0.53955916362	0.372326202196	0.568032347168	0.527263350693	0.527439823817	0.609887641136	0.494290305495	0.0	0.52513833869	0.490769991427	0.509891865323	0.502077684797	0.527854036847	0.800284918156	0.605125531595	0.703906537443	0.524639040185	0.528282047771	0.710719645049	0.523971450678	0.707180111131	0.716222684602	0.581979986539	0.456836980909	0.481286589039	0.674137472079	0.58436008436	0.507165542239
Face34.143321	0.490162525944	0.533181279669	0.409589267112	0.44628143191	0.568041245987	0.634356688113	0.712764197758	0.464943512095	0.546380954072	0.743346351719	0.441154203187	0.524366299389	0.592317196919	0.460066382271	0.494907441826	0.562192378601	0.588894004598	0.536656413714	0.532140466993	0.482736645842	0.505059241583	0.518002811719	0.539835977394	0.570027139438	0.496860690234	0.508535533114	0.556182202489	0.627118894992	0.52513833869	0.0	0.552002109154	0.48786805664	0.536106716518	0.509497384522	0.799064537135	0.481702654584	0.659086274045	0.501512600369	0.648580844126	0.686932779504	0.53374052745	0.706104243452	0.664400174318	0.586287174489	0.555086108752	0.611277549958	0.683310968794	0.538428227613	0.551470660125
Face7.143339	0.441810291383	0.53029291212	0.485742021599	0.581921964211	0.572387276158	0.716311494757	0.664504152078	0.530336223273	0.448295980153	0.779586462358	0.514630997369	0.522046882723	0.422774812805	0.467728339402	0.498522149492	0.584745434031	0.544875760996	0.430116012943	0.49652094023	0.521639926476	0.573079698907	0.501347837021	0.456156459606	0.524250363037	0.568441985108	0.528124628002	0.546346279399	0.641589624311	0.490769991427	0.552002109154	0.0	0.535142240099	0.535683143971	0.585191140411	0.831903622037	0.519517687836	0.686381494664	0.587124698606	0.540396389325	0.733374932156	0.572018129383	0.723756008279	0.737399426116	0.60110217343	0.479157040984	0.52150058551	0.698437507692	0.493431152307	0.462343040985
Face24.143324	0.51858791971	0.414043003044	0.403431834297	0.530624951505	0.359655658746	0.434457007903	0.676266031031	0.645914579828	0.602915940142	0.578875175316	0.416958948726	0.40419859252	0.640645309051	0.558710575404	0.391077033372	0.487517277537	0.596911983552	0.555225357357	0.547478675624	0.503510197101	0.487631573902	0.440045879076	0.501717207018	0.674246771777	0.597458555768	0.436429919004	0.505641539292	0.655769593628	0.509891865323	0.48786805664	0.535142240099	0.0	0.635539178981	0.422226754032	0.679706457432	0.587222335948	0.512535426745	0.359344925787	0.665974031825	0.56979993263	0.575143929912	0.52968814789	0.588962746221	0.353540900885	0.61846934506	0.501618816952	0.706029628056	0.506349045218	0.485689854079
Face28.143348	0.543267151138	0.647106792845	0.543768407327	0.636582568564	0.67552416467	0.710928790616	0.615022931964	0.483542047135	0.506592098113	0.813020737846	0.621569878098	0.646447460717	0.571555678857	0.532271184679	0.620820386915	0.689169440239	0.616696641834	0.550727875523	0.663759633163	0.52469665818	0.563026837305	0.603283934198	0.514332835762	0.460087126301	0.490521416006	0.616760326511	0.664131928854	0.561016376439	0.502077684797	0.536106716518	0.535683143971	0.635539178981	0.0	0.617399767988	0.845213180052	0.570950774774	0.761900564863	0.66229019109	0.533057481075	0.793250976239	0.583865786998	0.737149251981	0.775508453767	0.697359078445	0.49230862397	0.580664574269	0.681967176056	0.654340762174	0.556766007813
Face33.143336	0.491267106328	0.38311830022	0.438921029268	0.412334667444	0.379901775041	0.495806659486	0.666195198879	0.556934738717	0.603635888977	0.599140115124	0.493204430962	0.437003960669	0.593221630951	0.49636720205	0.424815534372	0.454077173323	0.576723471277	0.566018112632	0.572071597537	0.55023886553	0.554334917893	0.378610104027	0.506772757085	0.677286350705	0.591275353529	0.443435133535	0.376456749364	0.631412132737	0.527854036847	0.509497384522	0.585191140411	0.422226754032	0.617399767988	0.0	0.674182172581	0.459701189495	0.605474651036	0.400617822257	0.595647455788	0.581638347074	0.550995999505	0.617691864842	0.596445783279	0.429605575376	0.534068401462	0.551001321577	0.738480225623	0.48441568166	0.606423355789
Face15.143344	0.782431187618	0.703887360179	0.751135058317	0.737334592547	0.628584812367	0.544913066184	0.831379787421	0.829492949646	0.837759646236	0.42222717014	0.785318489242	0.682978298052	0.832609718352	0.811856968687	0.735159475899	0.649391526512	0.744651539346	0.829682332342	0.783765861093	0.782317126658	0.747828598413	0.754797246903	0.75948559319	0.84702821037	0.827584978367	0.753171398182	0.667586647686	0.826295957061	0.800284918156	0.799064537135	0.831903622037	0.679706457432	0.845213180052	0.674182172581	0.0	0.760382550946	0.607471301908	0.662155204554	0.800408915831	0.470112014847	0.748522124482	0.587329796216	0.48470333676	0.61215684287	0.830833829678	0.761111415575	0.791971520149	0.755109706845	0.828160109471
Face31.143330	0.504204020676	0.489515987517	0.488236593626	0.321404961857	0.552166451856	0.577570908185	0.674024521853	0.480322864153	0.556879985715	0.697035386533	0.417559276889	0.534462130849	0.547419177112	0.433866909804	0.480618195218	0.476455732979	0.608452239544	0.58009091382	0.574298577043	0.422093681982	0.578710458374	0.457561565332	0.578494849367	0.60187764327	0.459696358326	0.484275851123	0.530652376973	0.6213114647	0.605125531595	0.481702654584	0.519517687836	0.587222335948	0.570950774774	0.459701189495	0.760382550946	0.0	0.607447375907	0.572708396359	0.633115548981	0.656352431144	0.467764624238	0.65641328804	0.655417717049	0.50092529963	0.570947989021	0.579169467418	0.671070608827	0.570197258838	0.593804345241
Face2.143352	0.629621736436	0.538514442916	0.57015796997	0.610002151	0.510708192626	0.497832232132	0.791496521775	0.730375805681	0.709428949054	0.489521578459	0.62638489983	0.491488569365	0.718992571911	0.676670320879	0.587913696337	0.3896611052	0.60093722649	0.704264855641	0.687357441034	0.641935435161	0.606142021231	0.576978571456	0.594057447043	0.735109526699	0.697540205288	0.574116786906	0.639795184096	0.769637060295	0.703906537443	0.659086274045	0.686381494664	0.512535426745	0.761900564863	0.605474651036	0.607471301908	0.607447375907	0.0	0.555779406285	0.697622496578	0.503486671915	0.608447627601	0.438172690335	0.522980049678	0.462466686408	0.6896835611	0.616185868053	0.641605220809	0.648306553763	0.702454377276
Face11.143343	0.539687069685	0.339238646887	0.341622069063	0.530050193559	0.347454043432	0.530563878634	0.726043910099	0.645758440826	0.626254754769	0.588014764588	0.501870073182	0.354218098669	0.605124257752	0.546980482808	0.434394540369	0.357111241468	0.533596806514	0.602387130254	0.592842731099	0.539096559394	0.44618751765	0.420171945647	0.526437598503	0.697149081265	0.626556957849	0.413236549058	0.448938114059	0.695472055635	0.524639040185	0.501512600369	0.587124698606	0.359344925787	0.66229019109	0.400617822257	0.662155204554	0.572708396359	0.555779406285	0.0	0.645692028938	0.440892135287	0.535121015776	0.587345153748	0.542710161902	0.463323404233	0.566655581158	0.490498420519	0.703613898304	0.40112635049	0.582871207643
